feature_1,feature_2
5.793681817845729,3.771882133784476
0.5324908979879122,0.5356910306127379
10.051794751934711,6.100275634049922
-0.30941569259260676,0.4956049248223889
4.937060485891822,-4.823089137039744
0.7980619438062311,1.2472687014409922
-1.0579740740868393,-0.9385650598450401
4.754086286899561,-4.349409174842131
0.8340011550332449,1.8492427217255036
0.11242858219507004,-0.32237234653282015
2.2787816393769535,-3.2497227516176967
17.450715713025883,-8.244137539201281
2.5357222733809937,1.2522254769147092
-1.0479585105475973,-1.9177212514684745
2.7175680816860233,-3.777556096511934
13.15033569815587,7.297292826712435
3.7116784672664522,-4.233188872681118
0.21160402160662958,1.1686598061411233
6.810031315724233,4.987648967366642
-1.8188406971781197,-1.7171015915530294
0.5170095567913473,-0.10045026900850867
4.403917770089859,-4.84421147765774
0.7172469865736081,-2.313835864963051
1.1366581954603745,0.30743051908844343
3.0036303753114,-3.9830582637908116
4.441246060754967,-4.093371530321387
1.1810870876015263,-0.5071864568153509
9.035543254819201,-5.986365720631922
1.0053808583370245,2.2316004316946785
-0.027304586902132555,-1.4259520786693474
4.385123573457126,3.8002987488156
-0.8564963861633557,-0.8092888175581494
0.5263741103337134,0.9503935232564893
-0.24211896862618068,0.402351617157187
-0.213051177638022,-1.1766030299610866
1.1759904606984877,0.8035561297969873
3.4503973050173564,3.074280617443959
3.463083915449923,-3.6287783707840426
0.511575423470771,2.4979405475724676
2.744021691197927,-2.2796754740531138
12.729227647449306,7.315371194830803
3.0672665753722663,3.163113437874126
10.446025621114416,-7.093017392250862
3.425992771355767,2.975120697374655
0.7688030789077687,0.3689090320212308
1.6843465260975883,3.0994325216076266
2.1324717259562074,0.1392617180604636
0.26081990861656656,1.7355374252748748
1.454038409939836,-1.8367724234798235
1.033916063384982,-2.164257813551105
-0.8212623216205719,0.9191161196219552
15.379852428698195,-7.838896350985056
8.786473464485734,-5.604063358926733
2.4276292357514038,1.7210505981996196
-0.2986143649297015,0.5570136820297232
6.54036768176807,-4.585202071708688
7.300801278860995,5.395988679398706
3.4298333516382007,-4.266758427367906
1.1398643520515372,-0.03895595420472703
1.8109911813813628,2.7488656812968078
0.6084078860630006,0.7868114998541846
-0.4396004566123622,1.0450927141569555
9.840852912030813,6.397409909594102
0.35854415488281643,-1.5278730578175126
1.9339732048034377,3.1196292469802316
2.5618505516948664,3.8549511730530877
